0,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,-1,-1,-1,-1,-1,-1,-1,0,0,-1,37,-1,-1,-1,44,-1,-1,-1,25
0,-1,-1,-1,28,-1,-1,31,6,3,-1,-1,-1,-1,11,45,-1,-1,-1,-1
0,-1,37,-1,-1,6,1,1,15,9,-1,-1,-1,6,9,45,-1,-1,37,-1
0,-1,-1,-1,-1,2,-1,31,7,15,1,8,1,15,9,44,40,0,-1,-1
38,37,-1,0,-1,2,-1,28,7,9,30,2,0,5,9,44,-1,0,-1,-1
0,-1,-1,0,0,2,0,0,7,9,0,2,0,-1,2,44,0,0,-1,-1
0,38,-1,0,0,2,0,0,7,9,-1,2,28,0,2,45,44,0,0,-1
0,-1,-1,0,0,2,30,0,7,9,0,5,1,1,15,1,3,0,0,-1
0,-1,-1,0,0,2,0,0,7,9,-1,0,-1,0,2,28,2,0,0,37
0,-1,37,0,-1,2,0,6,15,15,8,8,1,1,15,1,4,0,-1,-1
38,-1,-1,0,-1,2,-1,5,15,15,10,4,29,29,2,44,-1,0,-1,-1
39,-1,37,-1,-1,2,-1,-1,7,9,-1,0,0,0,2,45,40,-1,-1,-1
37,38,-1,-1,28,5,1,1,10,10,1,1,1,1,4,44,-1,-1,-1,37
0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
