-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,1,9,-1,-1
-1,-1,-1,-1,-1,-1,0,0,0,0,34,0,0,0,2,0,0,2,-1,-1
-1,-1,-1,-1,-1,-1,0,6,1,1,1,3,0,0,5,1,1,9,-1,-1
-1,-1,-1,0,0,0,0,2,-1,-1,0,2,0,0,0,-1,38,2,-1,-1
-1,-1,-1,0,34,38,37,2,0,-1,38,2,0,0,0,0,37,2,-1,-1
-1,-1,6,1,8,1,1,10,1,1,1,10,1,8,1,1,1,4,-1,-1
-1,-1,2,-1,2,37,37,0,0,0,0,37,0,2,37,0,38,-1,-1,-1
-1,-1,2,-1,2,0,-1,-1,0,0,0,-1,-1,2,0,11,0,-1,-1,-1
-1,-1,2,0,2,0,-1,-1,35,-1,0,0,0,2,0,2,-1,-1,-1,-1
-1,-1,2,-1,2,0,-1,-1,-1,-1,-1,-1,-1,5,1,4,-1,-1,-1,-1
-1,-1,5,1,4,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
