-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,20,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,20,20,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,37,21,21,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,38,20,20,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,0,0,0,11,0,0,0,0,21,19,0,-1,-1,-1
0,0,0,0,0,35,0,0,36,2,0,0,0,38,20,20,0,0,0,0
0,0,0,0,0,6,1,1,1,9,0,0,38,39,21,20,0,0,0,0
0,0,0,0,0,2,0,0,0,2,37,38,11,0,20,19,0,0,0,0
0,0,0,0,36,13,0,0,0,5,1,1,9,0,21,20,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,38,13,0,21,21,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,37,39,20,21,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,38,20,21,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,20,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,21,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
