0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,-1,-1,-1,-1,-1,31,31,31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,-1,-1,-1,-1,-1,6,1,3,0,0,0,0,0,0,-1,-1,0,-1,-1
0,-1,-1,-1,-1,-1,2,29,7,8,8,8,3,-1,0,0,0,0,-1,-1
0,-1,-1,-1,0,0,2,0,7,15,15,15,15,1,3,-1,-1,0,-1,-1
0,-1,-1,-1,0,0,13,29,5,10,10,10,4,29,2,0,0,0,0,-1
0,-1,-1,-1,0,0,19,0,20,0,20,0,19,0,2,-1,-1,0,0,-1
0,-1,-1,-1,-1,-1,11,29,29,29,29,6,8,8,4,0,-1,0,-1,-1
0,-1,-1,-1,-1,-1,2,-1,-1,32,-1,7,15,9,0,0,-1,0,-1,-1
0,-1,-1,-1,-1,-1,5,1,1,1,1,10,10,4,0,0,-1,-1,-1,-1
0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,0,20,-1,-1,-1,-1,-1,-1
0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
