0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,-1,-1,-1,-1,-1,-1,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,-1,-1,0,-1,0,29,2,29,0,0,0,0,0,0,-1,-1,0,-1,-1
0,-1,-1,-1,-1,-1,-1,2,-1,-1,0,0,0,-1,0,0,0,0,-1,-1
0,-1,-1,-1,0,0,0,2,31,-1,31,6,1,3,0,-1,-1,0,-1,-1
0,-1,0,0,14,1,8,10,8,8,8,9,28,2,31,0,0,0,0,-1
0,-1,-1,-1,0,0,2,30,7,10,10,10,8,10,1,12,-1,0,0,-1
0,-1,-1,-1,-1,-1,5,8,4,29,0,29,2,0,0,0,-1,0,-1,-1
0,-1,-1,-1,-1,-1,-1,2,-1,-1,31,0,2,-1,0,0,-1,0,-1,-1
0,-1,-1,-1,-1,-1,-1,5,1,1,1,1,4,0,0,0,-1,-1,-1,-1
0,-1,-1,-1,-1,-1,-1,-1,28,-1,29,-1,0,-1,-1,-1,-1,-1,-1,-1
0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
