-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,3,0,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,2,0,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,7,8,4,0,-1,-1,-1,-1,-1,-1,-1
29,29,29,29,29,-1,0,37,38,7,9,21,38,37,0,-1,0,-1,-1,-1
0,22,0,22,28,29,29,29,29,7,9,29,29,29,29,29,29,29,29,-1
22,22,0,24,0,22,22,24,6,15,15,3,23,22,0,24,22,24,0,-1
24,0,22,22,22,23,0,23,5,15,15,4,22,0,24,23,0,23,22,-1
29,29,29,29,29,29,29,29,21,7,9,19,29,29,29,29,29,29,29,-1
-1,-1,-1,-1,-1,37,38,6,8,10,4,0,38,37,0,-1,0,-1,-1,-1
-1,-1,-1,-1,-1,0,0,7,9,0,0,-1,-1,0,0,-1,0,-1,-1,-1
-1,-1,0,0,-1,0,-1,5,4,-1,0,0,0,0,0,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
