0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,-1,-1,-1,-1,-1,6,3,0,0,0,0,0,0,0,-1,-1,0,-1,-1
0,-1,-1,-1,-1,-1,7,9,-1,-1,0,0,0,-1,0,0,0,0,-1,-1
0,-1,-1,-1,0,0,5,9,0,0,0,0,-1,-1,0,-1,-1,0,-1,-1
0,-1,-1,-1,0,0,0,7,1,1,1,1,1,1,12,0,0,0,0,-1
0,-1,-1,-1,0,0,0,2,0,0,-1,0,-1,-1,0,-1,-1,0,0,-1
0,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,0,0,0,-1,0,-1,-1
0,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,0,-1,-1,0,0,-1,0,-1,-1
0,-1,-1,-1,-1,-1,-1,13,-1,-1,-1,0,0,0,0,0,-1,-1,-1,-1
0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
